date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:25:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:11%20GMT	https://htmldemo.net/james/james/css/images/ui-bg_glass_95_fef1ec_1x400.png	D:/fe1/htmldemo.net/james/james/css/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:11%20GMT	https://htmldemo.net/james/james/css/images/ui-icons_222222_256x240.png	D:/fe1/htmldemo.net/james/james/css/images/ui-icons_222222_256x240.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:11%20GMT	https://htmldemo.net/james/james/css/images/ui-icons_888888_256x240.png	D:/fe1/htmldemo.net/james/james/css/images/ui-icons_888888_256x240.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:14	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:12%20GMT	https://htmldemo.net/james/james/css/images/ui-icons_454545_256x240.png	D:/fe1/htmldemo.net/james/james/css/images/ui-icons_454545_256x240.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:14	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:22%20GMT	https://htmldemo.net/james/james/css/images/ui-icons_2e83ff_256x240.png	D:/fe1/htmldemo.net/james/james/css/images/ui-icons_2e83ff_256x240.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:14	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:22%20GMT	https://htmldemo.net/james/james/css/images/ui-icons_cd0a0a_256x240.png	D:/fe1/htmldemo.net/james/james/css/images/ui-icons_cd0a0a_256x240.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:15	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20May%202025%2015:25:23%20GMT	https://htmldemo.net/james/james/css/images/ui-bg_flat_0_aaaaaa_40x100.png	D:/fe1/htmldemo.net/james/james/css/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://htmldemo.net/james/james/css/jquery-ui.css)
22:25:25	1737/1737	---M--	200	added ('OK')	image/gif	date:Thu,%2029%20May%202025%2015:25:23%20GMT	https://htmldemo.net/james/james/lib/img/loading.gif	D:/fe1/htmldemo.net/james/james/lib/img/loading.gif	(from https://htmldemo.net/james/james/lib/css/preview.css)
22:25:26	1253/1253	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:34%20GMT	https://htmldemo.net/james/james/lib/img/bullets.png	D:/fe1/htmldemo.net/james/james/lib/img/bullets.png	(from https://htmldemo.net/james/james/lib/css/preview.css)
22:25:26	824/824	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:34%20GMT	https://htmldemo.net/james/james/lib/img/arrows.png	D:/fe1/htmldemo.net/james/james/lib/img/arrows.png	(from https://htmldemo.net/james/james/lib/css/preview.css)
22:25:26	88/88	---M--	200	added ('OK')	image/gif	date:Thu,%2029%20May%202025%2015:25:34%20GMT	https://htmldemo.net/james/james/img/cart/btn_edit.gif	D:/fe1/htmldemo.net/james/james/img/cart/btn_edit.gif	(from https://htmldemo.net/james/james/style.css)
22:25:27	1002/1002	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:35%20GMT	https://htmldemo.net/james/james/img/cart/btn_remove.png	D:/fe1/htmldemo.net/james/james/img/cart/btn_remove.png	(from https://htmldemo.net/james/james/style.css)
22:25:27	2137/2137	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:35%20GMT	https://htmldemo.net/james/james/img/button-slider.png	D:/fe1/htmldemo.net/james/james/img/button-slider.png	(from https://htmldemo.net/james/james/style.css)
22:25:27	1458/1458	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:35%20GMT	https://htmldemo.net/james/james/img/button-slider2.png	D:/fe1/htmldemo.net/james/james/img/button-slider2.png	(from https://htmldemo.net/james/james/style.css)
22:25:28	123600/123600	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:36%20GMT	https://htmldemo.net/james/james/img/banner/banner-bg.jpg	D:/fe1/htmldemo.net/james/james/img/banner/banner-bg.jpg	(from https://htmldemo.net/james/james/style.css)
22:25:29	40197/40197	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:36%20GMT	https://htmldemo.net/james/james/img/testimonial/testimonial-bg.jpg	D:/fe1/htmldemo.net/james/james/img/testimonial/testimonial-bg.jpg	(from https://htmldemo.net/james/james/style.css)
22:25:29	1642/1642	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:37%20GMT	https://htmldemo.net/james/james/img/product/single-product-slider-control.png	D:/fe1/htmldemo.net/james/james/img/product/single-product-slider-control.png	(from https://htmldemo.net/james/james/style.css)
22:25:29	30028/30028	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:37%20GMT	https://htmldemo.net/james/james/img/checkout/checkout_banner.jpg	D:/fe1/htmldemo.net/james/james/img/checkout/checkout_banner.jpg	(from https://htmldemo.net/james/james/wishlist.html)
22:25:29	7552/7552	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:37%20GMT	https://htmldemo.net/james/james/img/wishlist/1.png	D:/fe1/htmldemo.net/james/james/img/wishlist/1.png	(from https://htmldemo.net/james/james/wishlist.html)
22:25:29	6468/6468	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:37%20GMT	https://htmldemo.net/james/james/img/wishlist/2.png	D:/fe1/htmldemo.net/james/james/img/wishlist/2.png	(from https://htmldemo.net/james/james/wishlist.html)
22:25:30	4602/4602	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:38%20GMT	https://htmldemo.net/james/james/img/cart/3.png	D:/fe1/htmldemo.net/james/james/img/cart/3.png	(from https://htmldemo.net/james/james/cart.html)
22:25:30	3905/3905	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:38%20GMT	https://htmldemo.net/james/james/img/cart/4.png	D:/fe1/htmldemo.net/james/james/img/cart/4.png	(from https://htmldemo.net/james/james/cart.html)
22:25:30	3342/3342	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:38%20GMT	https://htmldemo.net/james/james/img/cart/5.png	D:/fe1/htmldemo.net/james/james/img/cart/5.png	(from https://htmldemo.net/james/james/cart.html)
22:25:30	22999/22999	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:38%20GMT	https://htmldemo.net/james/james/img/product/banner_left.jpg	D:/fe1/htmldemo.net/james/james/img/product/banner_left.jpg	(from https://htmldemo.net/james/james/checkout.html)
22:25:31	49426/49426	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:39%20GMT	https://htmldemo.net/james/james/img/product/banner.jpg	D:/fe1/htmldemo.net/james/james/img/product/banner.jpg	(from https://htmldemo.net/james/james/blog.html)
22:25:31	20272/20272	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:39%20GMT	https://htmldemo.net/james/james/img/blog/5.jpg	D:/fe1/htmldemo.net/james/james/img/blog/5.jpg	(from https://htmldemo.net/james/james/blog.html)
22:25:31	12886/12886	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:39%20GMT	https://htmldemo.net/james/james/img/blog/6.jpg	D:/fe1/htmldemo.net/james/james/img/blog/6.jpg	(from https://htmldemo.net/james/james/blog.html)
22:25:31	155/155	---M--	200	added ('OK')	image/gif	date:Thu,%2029%20May%202025%2015:25:39%20GMT	https://htmldemo.net/james/james/img/product/pager_arrow_right.gif	D:/fe1/htmldemo.net/james/james/img/product/pager_arrow_right.gif	(from https://htmldemo.net/james/james/blog.html)
22:25:32	93669/93669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:40%20GMT	https://htmldemo.net/james/james/img/slider/slider-3.jpg	D:/fe1/htmldemo.net/james/james/img/slider/slider-3.jpg	(from https://htmldemo.net/james/james/index-2.html)
22:25:32	78185/78185	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:40%20GMT	https://htmldemo.net/james/james/img/slider/slider-4.jpg	D:/fe1/htmldemo.net/james/james/img/slider/slider-4.jpg	(from https://htmldemo.net/james/james/index-2.html)
22:25:32	7567/7567	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:40%20GMT	https://htmldemo.net/james/james/img/slider/slider-logo.png	D:/fe1/htmldemo.net/james/james/img/slider/slider-logo.png	(from https://htmldemo.net/james/james/index-2.html)
22:25:33	1624/1624	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:41%20GMT	https://htmldemo.net/james/james/img/service/icon-1.png	D:/fe1/htmldemo.net/james/james/img/service/icon-1.png	(from https://htmldemo.net/james/james/index-2.html)
22:25:33	1154/1154	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:41%20GMT	https://htmldemo.net/james/james/img/product/grid-primary.png	D:/fe1/htmldemo.net/james/james/img/product/grid-primary.png	(from https://htmldemo.net/james/james/shop.html)
22:25:33	1154/1154	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:41%20GMT	https://htmldemo.net/james/james/img/product/grid-secondary.png	D:/fe1/htmldemo.net/james/james/img/product/grid-secondary.png	(from https://htmldemo.net/james/james/shop.html)
22:25:33	1168/1168	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:41%20GMT	https://htmldemo.net/james/james/img/product/list-primary.png	D:/fe1/htmldemo.net/james/james/img/product/list-primary.png	(from https://htmldemo.net/james/james/shop.html)
22:25:34	1155/1155	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:42%20GMT	https://htmldemo.net/james/james/img/product/list-secondary.png	D:/fe1/htmldemo.net/james/james/img/product/list-secondary.png	(from https://htmldemo.net/james/james/shop.html)
22:25:34	115/115	---M--	200	added ('OK')	image/gif	date:Thu,%2029%20May%202025%2015:25:42%20GMT	https://htmldemo.net/james/james/img/product/i_asc_arrow.gif	D:/fe1/htmldemo.net/james/james/img/product/i_asc_arrow.gif	(from https://htmldemo.net/james/james/shop.html)
22:25:34	49400/49400	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:42%20GMT	https://htmldemo.net/james/james/img/about/about.jpg	D:/fe1/htmldemo.net/james/james/img/about/about.jpg	(from https://htmldemo.net/james/james/about-us.html)
22:25:34	46186/46186	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:42%20GMT	https://htmldemo.net/james/james/img/about/1.jpg	D:/fe1/htmldemo.net/james/james/img/about/1.jpg	(from https://htmldemo.net/james/james/about-us.html)
22:25:35	51012/51012	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:43%20GMT	https://htmldemo.net/james/james/img/about/2.jpg	D:/fe1/htmldemo.net/james/james/img/about/2.jpg	(from https://htmldemo.net/james/james/about-us.html)
22:25:35	46186/46186	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:43%20GMT	https://htmldemo.net/james/james/img/about/3.jpg	D:/fe1/htmldemo.net/james/james/img/about/3.jpg	(from https://htmldemo.net/james/james/about-us.html)
22:25:35	51012/51012	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:43%20GMT	https://htmldemo.net/james/james/img/about/4.jpg	D:/fe1/htmldemo.net/james/james/img/about/4.jpg	(from https://htmldemo.net/james/james/about-us.html)
22:25:35	3134/3134	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:43%20GMT	https://htmldemo.net/james/james/img/blog/admin.jpg	D:/fe1/htmldemo.net/james/james/img/blog/admin.jpg	(from https://htmldemo.net/james/james/blog-details.html)
22:25:36	690/690	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2015:25:44%20GMT	https://htmldemo.net/james/james/img/blog/user.jpg	D:/fe1/htmldemo.net/james/james/img/blog/user.jpg	(from https://htmldemo.net/james/james/blog-details.html)
22:25:36	10527/10527	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:44%20GMT	https://htmldemo.net/james/james/img/product/28.png	D:/fe1/htmldemo.net/james/james/img/product/28.png	(from https://htmldemo.net/james/james/single-product.html)
22:25:36	15277/15277	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:44%20GMT	https://htmldemo.net/james/james/img/product/30.png	D:/fe1/htmldemo.net/james/james/img/product/30.png	(from https://htmldemo.net/james/james/single-product.html)
22:25:36	14228/14228	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:44%20GMT	https://htmldemo.net/james/james/img/product/29.png	D:/fe1/htmldemo.net/james/james/img/product/29.png	(from https://htmldemo.net/james/james/single-product.html)
22:25:37	13174/13174	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:45%20GMT	https://htmldemo.net/james/james/img/product/31.png	D:/fe1/htmldemo.net/james/james/img/product/31.png	(from https://htmldemo.net/james/james/single-product.html)
22:25:37	2659/2659	---M--	200	added ('OK')	image/png	date:Thu,%2029%20May%202025%2015:25:45%20GMT	https://htmldemo.net/james/james/img/product/share.png	D:/fe1/htmldemo.net/james/james/img/product/share.png	(from https://htmldemo.net/james/james/single-product.html)
